state,pollster,pop,vtype,method,begmm,begdd,begyy,endmm,enddd,endyy,trump,clinton,other,undecided,Begdate,Enddate,Middate
1217,NJ,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,41.0,55.0,,,,,
1218,NJ,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,34.0,47.0,0.0,19.0,,,
1219,NJ,Stockton,,Likely Voters,Live Phone,9,22,2016,9,29,2016,40.0,46.0,13.0,1.0,,,
1220,NJ,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,40.0,56.0,,,,,
1221,NJ,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,32.0,50.0,0.0,18.0,,,
1222,NJ,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,33.0,49.0,0.0,18.0,,,
1223,NJ,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,38.0,53.0,0.0,9.0,,,
1224,NJ,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,34.0,49.0,12.0,5.0,,,
1225,NJ,Fairleigh Dickinson,,Registered Voters,Live Phone,6,22,2016,6,26,2016,32.0,44.0,22.0,2.0,,,
1226,NJ,Fairleigh Dickinson,,Registered Voters,Live Phone,6,22,2016,6,26,2016,31.0,52.0,14.0,3.0,,,
1227,NJ,CBS/YouGov,,Likely Voters,Internet,5,31,2016,6,3,2016,34.0,49.0,16.0,1.0,,,
1228,NJ,Monmouth University,,Registered Voters,Live Phone,5,23,2016,5,27,2016,34.0,38.0,13.0,15.0,,,
1229,NJ,Monmouth University,,Registered Voters,Live Phone,5,23,2016,5,27,2016,31.0,37.0,30.0,2.0,,,
1230,NJ,Fairleigh Dickinson,,Registered Voters,Live Phone,5,18,2016,5,22,2016,37.0,48.0,12.0,3.0,,,
1231,NJ,Quinnipiac,,Registered Voters,Live Phone,5,10,2016,5,16,2016,38.0,45.0,11.0,6.0,,,
1232,NJ,Rutgers-Eagleton,,Registered Voters,Live Phone,4,1,2016,4,8,2016,36.0,50.0,11.0,3.0,,,
1233,MA,WNEU,,Likely Voters,Live Phone,10,23,2016,11,2,2016,26.0,56.0,14.0,4.0,,,
1234,MA,Suffolk/Boston Globe,,Likely Voters,Live Phone,10,24,2016,10,26,2016,25.0,57.0,16.0,2.0,,,
1235,MA,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,39.0,58.0,,,,,
1236,MA,MassINC/WBUR,,Likely Voters,Live Phone,10,13,2016,10,16,2016,28.0,54.0,12.0,6.0,,,
1237,MA,MassINC/WBUR,,Likely Voters,Live Phone,10,13,2016,10,16,2016,31.0,57.0,3.0,9.0,,,
1238,MA,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,30.0,49.0,0.0,21.0,,,
1239,MA,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,39.0,58.0,,,,,
1240,MA,WNEU,,Likely Voters,Live Phone,9,24,2016,10,3,2016,26.0,58.0,15.0,1.0,,,
1241,MA,WNEU,,Likely Voters,Live Phone,9,24,2016,10,3,2016,30.0,65.0,3.0,2.0,,,
1242,MA,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,41.0,56.0,,,,,
1243,MA,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,28.0,50.0,0.0,22.0,,,
1244,MA,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,40.0,56.0,,,,,
1245,MA,UMass Amherst/WBZ-TV/YouGov,,Likely Voters,Internet,9,15,2016,9,20,2016,34.0,47.0,14.0,5.0,,,
1246,MA,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,30.0,54.0,0.0,16.0,,,
1247,MA,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,31.0,53.0,0.0,16.0,,,
1248,MA,MassINC/WBUR,,Likely Voters,Live Phone,9,7,2016,9,10,2016,28.0,54.0,15.0,3.0,,,
1249,MA,MassINC/WBUR,,Likely Voters,Live Phone,9,7,2016,9,10,2016,31.0,60.0,4.0,5.0,,,
1250,MA,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,33.0,56.0,-1.0,12.0,,,
1251,MA,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,29.0,48.0,17.0,6.0,,,
1252,MA,Suffolk/Boston Globe,,Likely Voters,Live Phone,5,2,2016,5,5,2016,31.0,55.0,3.0,11.0,,,
1253,MA,WNEU,,Registered Voters,Live Phone,4,1,2016,4,10,2016,26.0,62.0,11.0,1.0,,,
1254,MD,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,37.0,59.0,,,,,
1255,MD,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,32.0,53.0,0.0,15.0,,,
1256,MD,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,37.0,58.0,,,,,
1257,MD,Washington Post/University of Maryland,,Likely Voters,Live Phone,9,27,2016,9,30,2016,27.0,63.0,8.0,2.0,,,
1258,MD,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,39.0,58.0,,,,,
1259,MD,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,33.0,52.0,0.0,15.0,,,
1260,MD,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,38.0,58.0,,,,,
1261,MD,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,34.0,50.0,0.0,16.0,,,
1262,MD,Goucher College/Sarah T. Hughes Field Politics Center,,Likely Voters,Live Phone,9,17,2016,9,20,2016,25.0,58.0,16.0,1.0,,,
1263,MD,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,29.0,53.0,0.0,18.0,,,
1264,MD,Baltimore Sun/University of Baltimore/OpinionWorks,,Likely Voters,Live Phone,8,18,2016,8,30,2016,25.0,54.0,9.0,12.0,,,
1265,MD,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,31.0,61.0,0.0,8.0,,,
1266,MD,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,27.0,54.0,14.0,5.0,,,
1267,MD,PPP (D),,Likely Voters,IVR/Online,4,15,2016,4,17,2016,28.0,61.0,0.0,11.0,,,
1268,MD,NBC4/Marist,,Registered Voters,Live Phone,4,5,2016,4,9,2016,27.0,63.0,0.0,10.0,,,
1269,MD,Washington Post/University of Maryland,,Registered Voters,Live Phone,3,30,2016,4,3,2016,28.0,63.0,8.0,1.0,,,
1270,MS,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,54.0,42.0,,,,,
1271,MS,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,51.0,40.0,0.0,9.0,,,
1272,MS,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,54.0,42.0,,,,,
1273,MS,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,57.0,40.0,,,,,
1274,MS,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,49.0,38.0,0.0,13.0,,,
1275,MS,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,55.0,41.0,,,,,
1276,MS,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,50.0,38.0,0.0,12.0,,,
1277,MS,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,51.0,37.0,0.0,12.0,,,
1278,MS,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,48.0,46.0,0.0,6.0,,,
1279,MS,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,46.0,43.0,6.0,5.0,,,
1280,MS,Mason-Dixon,,Registered Voters,Live Phone,3,28,2016,3,30,2016,46.0,43.0,0.0,11.0,,,
1281,CA,Insights West,,Likely Voters,Internet,11,4,2016,11,6,2016,32.0,54.0,7.0,7.0,,,
1282,CA,USC/LA Times,,Likely Voters,Live Phone,10,22,2016,10,30,2016,30.0,54.0,15.0,1.0,,,
1283,CA,USC/LA Times,,Likely Voters,Live Phone,10,22,2016,10,30,2016,33.0,58.0,6.0,3.0,,,
1284,CA,Field/UC Berkeley/YouGov,,Likely Voters,Internet,10,25,2016,10,31,2016,33.0,53.0,7.0,7.0,,,
1285,CA,SurveyUSA/KABC/SCNG,,Likely Voters,IVR/Online,10,28,2016,10,31,2016,35.0,56.0,5.0,4.0,,,
1286,CA,Sacramento State,,Likely Voters,Internet,10,7,2016,10,13,2016,25.0,61.0,6.0,8.0,,,
1287,CA,PPIC,,Likely Voters,Live Phone,10,14,2016,10,23,2016,28.0,54.0,14.0,4.0,,,
1288,CA,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,37.0,58.0,,,,,
1289,CA,SurveyUSA/KABC/SCNG,,Likely Voters,IVR/Online,10,13,2016,10,15,2016,30.0,56.0,7.0,7.0,,,
1290,CA,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,28.0,61.0,0.0,11.0,,,
1291,CA,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,37.0,58.0,,,,,
1292,CA,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,39.0,57.0,,,,,
1293,CA,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,24.0,64.0,0.0,12.0,,,
1294,CA,SurveyUSA/KABC/SCNG,,Likely Voters,IVR/Online,9,27,2016,9,28,2016,33.0,59.0,5.0,3.0,,,
1295,CA,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,38.0,57.0,,,,,
1296,CA,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,28.0,60.0,0.0,12.0,,,
1297,CA,PPIC,,Likely Voters,Live Phone,9,9,2016,9,18,2016,31.0,47.0,18.0,4.0,,,
1298,CA,Insights West,,Likely Voters,Internet,9,12,2016,9,14,2016,30.0,57.0,4.0,9.0,,,
1299,CA,Field/UC Berkeley/YouGov,,Likely Voters,Internet,9,7,2016,9,13,2016,33.0,50.0,11.0,6.0,,,
1300,CA,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,24.0,63.0,0.0,13.0,,,
1301,CA,SurveyMonkey/LA Times,,Registered Voters,Internet,9,1,2016,9,8,2016,33.0,58.0,0.0,9.0,,,
1302,CA,SurveyMonkey/LA Times,,Registered Voters,Internet,9,1,2016,9,8,2016,29.0,49.0,17.0,5.0,,,
1303,CA,SurveyUSA/KABC/SCNG,,Likely Voters,IVR/Online,9,8,2016,9,11,2016,32.0,57.0,4.0,7.0,,,
1304,CA,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,33.0,57.0,1.0,9.0,,,
1305,CA,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,28.0,49.0,18.0,5.0,,,
1306,CA,PPIC,,Likely Voters,Live Phone,7,10,2016,7,19,2016,30.0,46.0,17.0,7.0,,,
1307,CA,Field,,Likely Voters,Live Phone,6,8,2016,7,2,2016,28.0,58.0,0.0,14.0,,,
1308,CA,Field,,Likely Voters,Live Phone,6,8,2016,7,2,2016,26.0,50.0,10.0,14.0,,,
1309,CA,SurveyMonkey/USC/LA Times,,Likely Voters,Live Phone,6,9,2016,6,10,2016,28.0,54.0,12.0,6.0,,,
1310,CA,SurveyMonkey/USC/LA Times,,Likely Voters,Live Phone,6,9,2016,6,10,2016,31.0,61.0,0.0,8.0,,,
1311,CA,CBS/YouGov,,Likely Voters,Internet,5,31,2016,6,3,2016,33.0,48.0,18.0,1.0,,,
1312,CA,USC/LA Times,,Likely Voters,Live Phone,5,19,2016,5,31,2016,33.0,54.0,7.0,6.0,,,
1313,CA,Field,,Likely Voters,Live Phone,5,26,2016,5,31,2016,34.0,53.0,0.0,13.0,,,
1314,CA,NBC/WSJ/Marist,,Registered Voters,Live Phone,5,29,2016,5,31,2016,31.0,55.0,8.0,6.0,,,
1315,CA,YouGov/Hoover Institution,,Likely Voters,Internet,5,4,2016,5,16,2016,33.0,45.0,21.0,1.0,,,
1316,CA,PPIC,,Likely Voters,Live Phone,5,13,2016,5,22,2016,39.0,49.0,8.0,4.0,,,
1317,CA,SurveyUSA/KABC/SCNG,,Likely Voters,IVR/Online,5,19,2016,5,22,2016,38.0,52.0,0.0,10.0,,,
1318,CA,SurveyUSA/KABC/SCNG,,Likely Voters,IVR/Online,4,27,2016,4,30,2016,34.0,56.0,0.0,10.0,,,
1319,CA,Field,,Registered Voters,Live Phone,3,24,2016,4,4,2016,31.0,59.0,0.0,10.0,,,
1320,CA,SurveyUSA,,Likely Voters,IVR/Online,3,30,2016,4,3,2016,26.0,60.0,0.0,14.0,,,
1321,CA,USC/LA Times,,Likely Voters,Live Phone,3,16,2016,3,23,2016,30.0,57.0,9.0,4.0,,,
1322,KS,Fort Hays State University,,Likely Voters,Live Phone,11,1,2016,11,3,2016,58.0,34.0,,,,,
1323,KS,Fort Hays State University,,Likely Voters,Live Phone,9,1,2016,10,13,2016,47.0,39.0,,,,,
1324,KS,SurveyUSA/KSN News,,Likely Voters,IVR/Online,10,26,2016,10,30,2016,49.0,38.0,7.0,6.0,,,
1325,KS,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,56.0,40.0,,,,,
1326,KS,SurveyUSA/KSN News,,Likely Voters,IVR/Online,10,11,2016,10,15,2016,47.0,36.0,10.0,7.0,,,
1327,KS,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,55.0,35.0,0.0,10.0,,,
1328,KS,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,55.0,40.0,,,,,
1329,KS,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,58.0,38.0,,,,,
1330,KS,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,54.0,34.0,0.0,12.0,,,
1331,KS,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,57.0,38.0,,,,,
1332,KS,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,51.0,36.0,0.0,13.0,,,
1333,KS,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,49.0,39.0,0.0,12.0,,,
1334,KS,SurveyUSA/KSN News,,Likely Voters,IVR/Online,9,6,2016,9,11,2016,48.0,36.0,9.0,7.0,,,
1335,KS,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,49.0,37.0,0.0,14.0,,,
1336,KS,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,43.0,30.0,21.0,6.0,,,
1337,KS,SurveyUSA/KSN News,,Likely Voters,IVR/Live Phone,8,3,2016,8,7,2016,44.0,39.0,8.0,9.0,,,
1338,KS,Fort Hays State University/Kansas Newspapers,,Likely Voters,Live Phone,7,11,2016,7,21,2016,44.0,27.0,13.0,16.0,,,
1339,KS,SurveyUSA/KSN News,,Likely Voters,IVR/Live Phone,7,8,2016,7,11,2016,47.0,36.0,8.0,9.0,,,
1340,KS,Zogby/Kansas Health Foundation,,Registered Voters,IVR/Live Phone,6,4,2016,6,6,2016,36.0,43.0,0.0,21.0,,,
1341,KS,Fort Hays State University,,Adults,Live Phone,2,19,2016,2,26,2016,46.0,36.0,0.0,18.0,,,
1342,NY,Siena,,Likely Voters,Live Phone,11,3,2016,11,4,2016,34.0,51.0,9.0,6.0,,,
1343,NY,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,38.0,59.0,,,,,
1344,NY,Siena,,Likely Voters,Live Phone,10,13,2016,10,17,2016,30.0,54.0,11.0,5.0,,,
1345,NY,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,31.0,55.0,0.0,14.0,,,
1346,NY,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,38.0,58.0,,,,,
1347,NY,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,40.0,57.0,,,,,
1348,NY,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,29.0,49.0,0.0,22.0,,,
1349,NY,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,39.0,57.0,,,,,
1350,NY,NBC/WSJ/Marist,,Likely Voters,Live Phone,9,21,2016,9,23,2016,33.0,57.0,8.0,2.0,,,
1351,NY,NBC/WSJ/Marist,,Likely Voters,Live Phone,9,21,2016,9,23,2016,31.0,52.0,14.0,3.0,,,
1352,NY,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,34.0,53.0,0.0,13.0,,,
1353,NY,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,30.0,53.0,0.0,17.0,,,
1354,NY,Siena,,Likely Voters,Live Phone,9,11,2016,9,15,2016,30.0,51.0,13.0,6.0,,,
1355,NY,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,35.0,57.0,-1.0,9.0,,,
1356,NY,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,31.0,51.0,13.0,5.0,,,
1357,NY,Siena,,Registered Voters,Live Phone,8,7,2016,8,10,2016,27.0,57.0,10.0,6.0,,,
1358,NY,Siena,,Registered Voters,Live Phone,8,7,2016,8,10,2016,25.0,50.0,19.0,6.0,,,
1359,NY,Gravis Marketing,,Registered Voters,IVR/Online,8,4,2016,8,8,2016,36.0,53.0,,,,,
1360,NY,Gravis Marketing,,Registered Voters,IVR/Online,8,4,2016,8,8,2016,34.0,48.0,,,,,
1361,NY,Quinnipiac,,Registered Voters,Live Phone,7,13,2016,7,17,2016,35.0,47.0,9.0,9.0,,,
1362,NY,Quinnipiac,,Registered Voters,Live Phone,7,13,2016,7,17,2016,33.0,45.0,14.0,8.0,,,
1363,NY,Siena,,Registered Voters,Live Phone,6,22,2016,6,28,2016,31.0,54.0,-1.0,16.0,,,
1364,NY,Siena,,Registered Voters,Live Phone,5,22,2016,5,26,2016,31.0,52.0,0.0,17.0,,,
1365,NY,Siena,,Registered Voters,Live Phone,4,24,2016,4,27,2016,30.0,56.0,-1.0,15.0,,,
1366,NY,Emerson College Polling Society,,Likely Voters,Automated Phone,4,15,2016,4,17,2016,36.0,55.0,0.0,9.0,,,
1367,NY,PPP (D),,Likely Voters,IVR/Online,4,7,2016,4,10,2016,35.0,55.0,0.0,10.0,,,
1368,NY,Baruch College/New York 1,,Registered Voters,Live Phone,4,5,2016,4,10,2016,35.0,51.0,8.0,6.0,,,
1369,NY,NBC/WSJ/Marist,,Registered Voters,Live Phone,4,6,2016,4,10,2016,32.0,61.0,0.0,7.0,,,
1370,NY,Fox News,,Likely Voters,Live Phone,4,4,2016,4,7,2016,37.0,53.0,7.0,3.0,,,
1371,NY,Emerson College Polling Society,,Likely Voters,Automated Phone,4,6,2016,4,7,2016,36.0,54.0,0.0,10.0,,,
1372,NY,Quinnipiac,,Registered Voters,Live Phone,3,22,2016,3,29,2016,33.0,53.0,9.0,5.0,,,
1373,NY,Emerson College Polling Society,,Likely Voters,Automated Phone,3,14,2016,3,16,2016,36.0,55.0,-1.0,10.0,,,
1374,NY,Siena,,Registered Voters,Live Phone,2,28,2016,3,3,2016,34.0,57.0,6.0,3.0,,,
1375,NY,Siena,,Registered Voters,Live Phone,2,28,2016,3,3,2016,25.0,42.0,30.0,3.0,,,
1376,NY,Siena,,Registered Voters,Live Phone,1,31,2016,2,3,2016,32.0,57.0,0.0,11.0,,,
1377,AZ,Insights West,,Likely Voters,Internet,11,4,2016,11,6,2016,43.0,41.0,8.0,8.0,,,
1378,AZ,Data Orbital (R),,Likely Voters,Live Phone,11,4,2016,11,6,2016,47.0,44.0,8.0,1.0,,,
1379,AZ,Data Orbital (R),,Likely Voters,Live Phone,11,1,2016,11,2,2016,47.0,39.0,13.0,1.0,,,
1380,AZ,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,30,2016,11,1,2016,46.0,41.0,11.0,2.0,,,
1381,AZ,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,30,2016,11,1,2016,45.0,40.0,14.0,1.0,,,
1382,AZ,Saguaro,,Likely Voters,Internet,10,29,2016,10,31,2016,44.0,45.0,,,,,
1383,AZ,Lucid/The Times-Picayune,,Likely Voters,Internet,10,28,2016,11,1,2016,42.0,41.0,11.0,6.0,,,
1384,AZ,CNN,,Likely Voters,Live Phone,10,27,2016,11,1,2016,49.0,44.0,7.0,0.0,,,
1385,AZ,CNN,,Likely Voters,Live Phone,10,27,2016,11,1,2016,51.0,46.0,3.0,0.0,,,
1386,AZ,Data Orbital (R),,Likely Voters,Live Phone,10,29,2016,10,30,2016,45.0,41.0,12.0,2.0,,,
1387,AZ,CBS/YouGov,,Likely Voters,Internet,10,26,2016,10,28,2016,44.0,42.0,14.0,0.0,,,
1388,AZ,Data Orbital (R),,Likely Voters,Live Phone,10,26,2016,10,27,2016,42.0,40.0,16.0,2.0,,,
1389,AZ,Saguaro,,Likely Voters,Internet,10,22,2016,10,24,2016,46.0,48.0,,,,,
1390,AZ,Ipsos/Reuters,,Likely Voters,Internet,10,6,2016,10,18,2016,45.0,38.0,10.0,7.0,,,
1391,AZ,Ipsos/Reuters,,Likely Voters,Internet,10,6,2016,10,18,2016,44.0,39.0,12.0,5.0,,,
1392,AZ,Monmouth University,,Likely Voters,Live Phone,10,21,2016,10,24,2016,46.0,45.0,6.0,3.0,,,
1393,AZ,Data Orbital (R),,Likely Voters,Live Phone,10,17,2016,10,18,2016,41.0,41.0,16.0,2.0,,,
1394,AZ,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,51.0,44.0,,,,,
1395,AZ,Arizona Republic/Morrison/Cronkite News ,,Likely Voters,Live Phone,10,10,2016,10,15,2016,38.0,43.0,11.0,8.0,,,
1396,AZ,Arizona Republic/Morrison/Cronkite News ,,Likely Voters,Live Phone,8,17,2016,8,31,2016,34.0,35.0,8.0,23.0,,,
1397,AZ,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,47.0,46.0,0.0,7.0,,,
1398,AZ,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,44.0,41.0,13.0,2.0,,,
1399,AZ,HighGround,,Likely Voters,Live Phone,10,14,2016,10,14,2016,37.0,39.0,21.0,3.0,,,
1400,AZ,Data Orbital (R),,Likely Voters,Live Phone,10,11,2016,10,12,2016,42.0,43.0,11.0,4.0,,,
1401,AZ,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,49.0,42.0,0.0,9.0,,,
1402,AZ,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,50.0,44.0,,,,,
1403,AZ,OH Predictive Insights (R),,Likely Voters,IVR/Live Phone,9,28,2016,9,30,2016,42.0,42.0,7.0,9.0,,,
1404,AZ,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,52.0,42.0,,,,,
1405,AZ,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,46.0,44.0,0.0,10.0,,,
1406,AZ,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,52.0,42.0,,,,,
1407,AZ,Data Orbital (R),,Likely Voters,Live Phone,9,20,2016,9,22,2016,40.0,38.0,19.0,3.0,,,
1408,AZ,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,48.0,42.0,0.0,10.0,,,
1409,AZ,Insights West,,Likely Voters,Internet,9,12,2016,9,14,2016,37.0,33.0,11.0,19.0,,,
1410,AZ,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,46.0,39.0,0.0,15.0,,,
1411,AZ,NBC/WSJ/Marist,,Likely Voters,Live Phone,9,6,2016,9,8,2016,42.0,41.0,13.0,4.0,,,
1412,AZ,NBC/WSJ/Marist,,Likely Voters,Live Phone,9,6,2016,9,8,2016,40.0,38.0,16.0,6.0,,,
1413,AZ,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,45.0,46.0,0.0,9.0,,,
1414,AZ,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,39.0,37.0,18.0,6.0,,,
1415,AZ,PPP (D-NELP) ,,Likely Voters,IVR/Online,8,26,2016,8,28,2016,46.0,43.0,0.0,11.0,,,
1416,AZ,OH Predictive Insights (R),,Likely Voters,IVR/Live Phone,8,25,2016,8,27,2016,39.0,40.0,8.0,13.0,,,
1417,AZ,CNN,,Likely Voters,Live Phone,8,18,2016,8,23,2016,49.0,44.0,7.0,0.0,,,
1418,AZ,CNN,,Likely Voters,Live Phone,8,18,2016,8,23,2016,45.0,38.0,17.0,0.0,,,
1419,AZ,CBS/YouGov,,Likely Voters,Internet,8,2,2016,8,5,2016,44.0,42.0,14.0,0.0,,,
1420,AZ,GQR (D-Democracy Corps/Women's Voices Women Vote),,Likely Voters,Live Phone,6,11,2016,6,20,2016,48.0,43.0,6.0,3.0,,,
1421,AZ,GQR (D-Democracy Corps/Women's Voices Women Vote),,Likely Voters,Live Phone,6,11,2016,6,20,2016,45.0,39.0,12.0,4.0,,,
1422,AZ,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,,Likely Voters,IVR/Online,6,22,2016,6,23,2016,44.0,40.0,0.0,16.0,,,
1423,AZ,OH Predictive Insights (R),,Likely Voters,Automated Phone,6,20,2016,6,20,2016,42.0,47.0,5.0,6.0,,,
1424,AZ,PPP (D),,Likely Voters,IVR/Online,5,13,2016,5,15,2016,40.0,38.0,9.0,13.0,,,
1425,AZ,PPP (D),,Likely Voters,IVR/Online,5,13,2016,5,15,2016,45.0,41.0,0.0,14.0,,,
1426,AZ,Behavior Research Center,,Registered Voters,Live Phone,4,4,2016,4,11,2016,35.0,42.0,0.0,23.0,,,
1427,AZ,Merrill/WestGroup,,Likely Voters,Live Phone,3,7,2016,3,11,2016,38.0,38.0,9.0,15.0,,,
1428,AZ,Strategies 360,,Likely Voters,Live Phone,12,4,2015,12,9,2015,44.0,42.0,1.0,13.0,,,
1429,NV,Insights West,,Likely Voters,Internet,11,4,2016,11,6,2016,42.0,42.0,7.0,9.0,,,
1430,NV,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,11,1,2016,11,2,2016,46.0,45.0,5.0,4.0,,,
1431,NV,PPP (D-Center for American Progress Action Fund),,Likely Voters,IVR/Online,10,31,2016,11,1,2016,45.0,48.0,0.0,7.0,,,
1432,NV,Lucid/The Times-Picayune,,Likely Voters,Internet,10,28,2016,11,1,2016,38.0,45.0,10.0,7.0,,,
1433,NV,JMC Analytics (R)/8 News NOW,,Likely Voters,Live Phone,10,28,2016,11,1,2016,45.0,45.0,6.0,4.0,,,
1434,NV,CNN,,Likely Voters,Live Phone,10,27,2016,11,1,2016,49.0,43.0,7.0,1.0,,,
1435,NV,CNN,,Likely Voters,Live Phone,10,27,2016,11,1,2016,51.0,45.0,4.0,0.0,,,
1436,NV,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,10,30,2016,10,30,2016,48.0,44.0,5.0,3.0,,,
1437,NV,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,20,2016,10,24,2016,45.0,45.0,9.0,1.0,,,
1438,NV,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,20,2016,10,24,2016,43.0,43.0,12.0,2.0,,,
1439,NV,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,10,20,2016,10,22,2016,47.0,44.0,6.0,3.0,,,
